Consultant,Date,Hours,Client,Project_x,Project_y,Hourly Rate,revenue
Mia Clark,2/2/2024,8,Innovate Ltd,Project 11,Project 12,55,440
Mia Clark,2/2/2024,8,Innovate Ltd,Project 11,Project 13,55,440
Mia Clark,2/2/2024,8,Innovate Ltd,Project 11,Project 14,55,440
Mia Clark,2/2/2024,2,Innovate Ltd,Project 11,Project 11,55,110
Mia Clark,2/2/2024,2,Innovate Ltd,Project 11,Project 12,55,110
Mia Clark,2/2/2024,2,Innovate Ltd,Project 11,Project 13,55,110
Mia Clark,2/2/2024,2,Innovate Ltd,Project 11,Project 14,55,110
Benjamin Lewis,2/2/2024,8,NextGen Analytics,Project 22,Project 20,65,520
Benjamin Lewis,2/2/2024,8,NextGen Analytics,Project 22,Project 21,65,520
Benjamin Lewis,2/2/2024,8,NextGen Analytics,Project 22,Project 22,65,520
Benjamin Lewis,2/2/2024,8,NextGen Analytics,Project 22,Project 23,65,520
Benjamin Lewis,2/2/2024,8,NextGen Analytics,Project 22,Project 24,65,520
Benjamin Lewis,2/2/2024,6,NextGen Analytics,Project 21,Project 20,65,390
Benjamin Lewis,2/2/2024,6,NextGen Analytics,Project 21,Project 21,65,390
Benjamin Lewis,2/2/2024,6,NextGen Analytics,Project 21,Project 22,65,390
Benjamin Lewis,2/2/2024,6,NextGen Analytics,Project 21,Project 23,65,390
Benjamin Lewis,2/2/2024,6,NextGen Analytics,Project 21,Project 24,65,390
Benjamin Lewis,2/2/2024,8,NextGen Analytics,Project 22,Project 20,65,520
Benjamin Lewis,2/2/2024,8,NextGen Analytics,Project 22,Project 21,65,520
Benjamin Lewis,2/2/2024,8,NextGen Analytics,Project 22,Project 22,65,520
Benjamin Lewis,2/2/2024,8,NextGen Analytics,Project 22,Project 23,65,520
Benjamin Lewis,2/2/2024,8,NextGen Analytics,Project 22,Project 24,65,520
Benjamin Lewis,2/2/2024,7,NextGen Analytics,Project 24,Project 20,65,455
Benjamin Lewis,2/2/2024,7,NextGen Analytics,Project 24,Project 21,65,455
Benjamin Lewis,2/2/2024,7,NextGen Analytics,Project 24,Project 22,65,455
Benjamin Lewis,2/2/2024,7,NextGen Analytics,Project 24,Project 23,65,455
Benjamin Lewis,2/2/2024,7,NextGen Analytics,Project 24,Project 24,65,455
Charlotte Walker,2/2/2024,6,Acme Corp,Project 1,Project 1,50,300
Charlotte Walker,2/2/2024,6,Acme Corp,Project 1,Project 2,50,300
Charlotte Walker,2/2/2024,6,Acme Corp,Project 1,Project 3,50,300
Charlotte Walker,2/2/2024,6,Acme Corp,Project 1,Project 4,50,300
Charlotte Walker,2/2/2024,6,Acme Corp,Project 1,Project 5,50,300
Henry Hall,2/2/2024,4,Acme Corp,Project 3,Project 1,50,200
Henry Hall,2/2/2024,4,Acme Corp,Project 3,Project 2,50,200
Henry Hall,2/2/2024,4,Acme Corp,Project 3,Project 3,50,200
Henry Hall,2/2/2024,4,Acme Corp,Project 3,Project 4,50,200
Henry Hall,2/2/2024,4,Acme Corp,Project 3,Project 5,50,200
Henry Hall,2/2/2024,5,Acme Corp,Project 4,Project 1,50,250
Henry Hall,2/2/2024,5,Acme Corp,Project 4,Project 2,50,250
Henry Hall,2/2/2024,5,Acme Corp,Project 4,Project 3,50,250
Henry Hall,2/2/2024,5,Acme Corp,Project 4,Project 4,50,250
Henry Hall,2/2/2024,5,Acme Corp,Project 4,Project 5,50,250
Amelia Allen,2/2/2024,7,Innovate Ltd,Project 14,Project 11,55,385
Amelia Allen,2/2/2024,7,Innovate Ltd,Project 14,Project 12,55,385
Amelia Allen,2/2/2024,7,Innovate Ltd,Project 14,Project 13,55,385
Amelia Allen,2/2/2024,7,Innovate Ltd,Project 14,Project 14,55,385
Lucas Young,2/2/2024,2,Tech Solutions,Project 7,Project 6,60,120
Lucas Young,2/2/2024,2,Tech Solutions,Project 7,Project 7,60,120
Lucas Young,2/2/2024,2,Tech Solutions,Project 7,Project 8,60,120
Lucas Young,2/2/2024,2,Tech Solutions,Project 7,Project 9,60,120
Lucas Young,2/2/2024,2,Tech Solutions,Project 7,Project 10,60,120
Isabella King,2/2/2024,5,Global Systems,Project 15,Project 15,70,350
Isabella King,2/2/2024,5,Global Systems,Project 15,Project 16,70,350
Isabella King,2/2/2024,5,Global Systems,Project 15,Project 17,70,350
Isabella King,2/2/2024,5,Global Systems,Project 15,Project 18,70,350
Isabella King,2/2/2024,5,Global Systems,Project 15,Project 19,70,350
Mason Scott,2/2/2024,1,NextGen Analytics,Project 22,Project 20,65,65
Mason Scott,2/2/2024,1,NextGen Analytics,Project 22,Project 21,65,65
Mason Scott,2/2/2024,1,NextGen Analytics,Project 22,Project 22,65,65
Mason Scott,2/2/2024,1,NextGen Analytics,Project 22,Project 23,65,65
Mason Scott,2/2/2024,1,NextGen Analytics,Project 22,Project 24,65,65
Emma Green,2/2/2024,5,NextGen Analytics,Project 21,Project 20,65,325
Emma Green,2/2/2024,5,NextGen Analytics,Project 21,Project 21,65,325
Emma Green,2/2/2024,5,NextGen Analytics,Project 21,Project 22,65,325
Emma Green,2/2/2024,5,NextGen Analytics,Project 21,Project 23,65,325
Emma Green,2/2/2024,5,NextGen Analytics,Project 21,Project 24,65,325
Emma Green,2/2/2024,3,NextGen Analytics,Project 20,Project 20,65,195
Emma Green,2/2/2024,3,NextGen Analytics,Project 20,Project 21,65,195
Emma Green,2/2/2024,3,NextGen Analytics,Project 20,Project 22,65,195
Emma Green,2/2/2024,3,NextGen Analytics,Project 20,Project 23,65,195
Emma Green,2/2/2024,3,NextGen Analytics,Project 20,Project 24,65,195
Ethan Baker,2/2/2024,2,Global Systems,Project 15,Project 15,70,140
Ethan Baker,2/2/2024,2,Global Systems,Project 15,Project 16,70,140
Ethan Baker,2/2/2024,2,Global Systems,Project 15,Project 17,70,140
Ethan Baker,2/2/2024,2,Global Systems,Project 15,Project 18,70,140
Ethan Baker,2/2/2024,2,Global Systems,Project 15,Project 19,70,140
Ethan Baker,2/2/2024,1,Global Systems,Project 17,Project 15,70,70
Ethan Baker,2/2/2024,1,Global Systems,Project 17,Project 16,70,70
Ethan Baker,2/2/2024,1,Global Systems,Project 17,Project 17,70,70
Ethan Baker,2/2/2024,1,Global Systems,Project 17,Project 18,70,70
Ethan Baker,2/2/2024,1,Global Systems,Project 17,Project 19,70,70
Ethan Baker,2/2/2024,5,Global Systems,Project 17,Project 15,70,350
Ethan Baker,2/2/2024,5,Global Systems,Project 17,Project 16,70,350
Ethan Baker,2/2/2024,5,Global Systems,Project 17,Project 17,70,350
Ethan Baker,2/2/2024,5,Global Systems,Project 17,Project 18,70,350
Ethan Baker,2/2/2024,5,Global Systems,Project 17,Project 19,70,350
James Anderson,2/1/2024,6,Global Systems,Project 16,Project 15,70,420
James Anderson,2/1/2024,6,Global Systems,Project 16,Project 16,70,420
James Anderson,2/1/2024,6,Global Systems,Project 16,Project 17,70,420
James Anderson,2/1/2024,6,Global Systems,Project 16,Project 18,70,420
James Anderson,2/1/2024,6,Global Systems,Project 16,Project 19,70,420
James Anderson,2/1/2024,1,Global Systems,Project 16,Project 15,70,70
James Anderson,2/1/2024,1,Global Systems,Project 16,Project 16,70,70
James Anderson,2/1/2024,1,Global Systems,Project 16,Project 17,70,70
James Anderson,2/1/2024,1,Global Systems,Project 16,Project 18,70,70
James Anderson,2/1/2024,1,Global Systems,Project 16,Project 19,70,70
Sophia Martinez,2/1/2024,4,Global Systems,Project 17,Project 15,70,280
Sophia Martinez,2/1/2024,4,Global Systems,Project 17,Project 16,70,280
Sophia Martinez,2/1/2024,4,Global Systems,Project 17,Project 17,70,280
Sophia Martinez,2/1/2024,4,Global Systems,Project 17,Project 18,70,280
Sophia Martinez,2/1/2024,4,Global Systems,Project 17,Project 19,70,280
Sophia Martinez,2/1/2024,1,Global Systems,Project 15,Project 15,70,70
Sophia Martinez,2/1/2024,1,Global Systems,Project 15,Project 16,70,70
Sophia Martinez,2/1/2024,1,Global Systems,Project 15,Project 17,70,70
Sophia Martinez,2/1/2024,1,Global Systems,Project 15,Project 18,70,70
Sophia Martinez,2/1/2024,1,Global Systems,Project 15,Project 19,70,70
Sophia Martinez,2/1/2024,7,Global Systems,Project 19,Project 15,70,490
Sophia Martinez,2/1/2024,7,Global Systems,Project 19,Project 16,70,490
Sophia Martinez,2/1/2024,7,Global Systems,Project 19,Project 17,70,490
Sophia Martinez,2/1/2024,7,Global Systems,Project 19,Project 18,70,490
Sophia Martinez,2/1/2024,7,Global Systems,Project 19,Project 19,70,490
Michael Brown,2/1/2024,5,Innovate Ltd,Project 13,Project 11,55,275
Michael Brown,2/1/2024,5,Innovate Ltd,Project 13,Project 12,55,275
Michael Brown,2/1/2024,5,Innovate Ltd,Project 13,Project 13,55,275
Michael Brown,2/1/2024,5,Innovate Ltd,Project 13,Project 14,55,275
Michael Brown,2/1/2024,1,Innovate Ltd,Project 14,Project 11,55,55
Michael Brown,2/1/2024,1,Innovate Ltd,Project 14,Project 12,55,55
Michael Brown,2/1/2024,1,Innovate Ltd,Project 14,Project 13,55,55
Michael Brown,2/1/2024,1,Innovate Ltd,Project 14,Project 14,55,55
Michael Brown,2/1/2024,4,Innovate Ltd,Project 13,Project 11,55,220
Michael Brown,2/1/2024,4,Innovate Ltd,Project 13,Project 12,55,220
Michael Brown,2/1/2024,4,Innovate Ltd,Project 13,Project 13,55,220
Michael Brown,2/1/2024,4,Innovate Ltd,Project 13,Project 14,55,220
Emily Davis,2/1/2024,5,Global Systems,Project 18,Project 15,70,350
Emily Davis,2/1/2024,5,Global Systems,Project 18,Project 16,70,350
Emily Davis,2/1/2024,5,Global Systems,Project 18,Project 17,70,350
Emily Davis,2/1/2024,5,Global Systems,Project 18,Project 18,70,350
Emily Davis,2/1/2024,5,Global Systems,Project 18,Project 19,70,350
Emily Davis,2/1/2024,3,Global Systems,Project 15,Project 15,70,210
Emily Davis,2/1/2024,3,Global Systems,Project 15,Project 16,70,210
Emily Davis,2/1/2024,3,Global Systems,Project 15,Project 17,70,210
Emily Davis,2/1/2024,3,Global Systems,Project 15,Project 18,70,210
Emily Davis,2/1/2024,3,Global Systems,Project 15,Project 19,70,210
Emily Davis,2/1/2024,8,Global Systems,Project 15,Project 15,70,560
Emily Davis,2/1/2024,8,Global Systems,Project 15,Project 16,70,560
Emily Davis,2/1/2024,8,Global Systems,Project 15,Project 17,70,560
Emily Davis,2/1/2024,8,Global Systems,Project 15,Project 18,70,560
Emily Davis,2/1/2024,8,Global Systems,Project 15,Project 19,70,560
Emily Davis,2/1/2024,4,Global Systems,Project 16,Project 15,70,280
Emily Davis,2/1/2024,4,Global Systems,Project 16,Project 16,70,280
Emily Davis,2/1/2024,4,Global Systems,Project 16,Project 17,70,280
Emily Davis,2/1/2024,4,Global Systems,Project 16,Project 18,70,280
Emily Davis,2/1/2024,4,Global Systems,Project 16,Project 19,70,280
Emily Davis,2/1/2024,4,Global Systems,Project 17,Project 15,70,280
Emily Davis,2/1/2024,4,Global Systems,Project 17,Project 16,70,280
Emily Davis,2/1/2024,4,Global Systems,Project 17,Project 17,70,280
Emily Davis,2/1/2024,4,Global Systems,Project 17,Project 18,70,280
Emily Davis,2/1/2024,4,Global Systems,Project 17,Project 19,70,280
Daniel Wilson,2/1/2024,1,Global Systems,Project 18,Project 15,70,70
Daniel Wilson,2/1/2024,1,Global Systems,Project 18,Project 16,70,70
Daniel Wilson,2/1/2024,1,Global Systems,Project 18,Project 17,70,70
Daniel Wilson,2/1/2024,1,Global Systems,Project 18,Project 18,70,70
Daniel Wilson,2/1/2024,1,Global Systems,Project 18,Project 19,70,70
Olivia Taylor,2/1/2024,8,NextGen Analytics,Project 21,Project 20,65,520
Olivia Taylor,2/1/2024,8,NextGen Analytics,Project 21,Project 21,65,520
Olivia Taylor,2/1/2024,8,NextGen Analytics,Project 21,Project 22,65,520
Olivia Taylor,2/1/2024,8,NextGen Analytics,Project 21,Project 23,65,520
Olivia Taylor,2/1/2024,8,NextGen Analytics,Project 21,Project 24,65,520
Olivia Taylor,2/1/2024,5,NextGen Analytics,Project 22,Project 20,65,325
Olivia Taylor,2/1/2024,5,NextGen Analytics,Project 22,Project 21,65,325
Olivia Taylor,2/1/2024,5,NextGen Analytics,Project 22,Project 22,65,325
Olivia Taylor,2/1/2024,5,NextGen Analytics,Project 22,Project 23,65,325
Olivia Taylor,2/1/2024,5,NextGen Analytics,Project 22,Project 24,65,325
William Thomas,2/1/2024,8,NextGen Analytics,Project 20,Project 20,65,520
William Thomas,2/1/2024,8,NextGen Analytics,Project 20,Project 21,65,520
William Thomas,2/1/2024,8,NextGen Analytics,Project 20,Project 22,65,520
William Thomas,2/1/2024,8,NextGen Analytics,Project 20,Project 23,65,520
William Thomas,2/1/2024,8,NextGen Analytics,Project 20,Project 24,65,520
William Thomas,2/1/2024,7,NextGen Analytics,Project 24,Project 20,65,455
William Thomas,2/1/2024,7,NextGen Analytics,Project 24,Project 21,65,455
William Thomas,2/1/2024,7,NextGen Analytics,Project 24,Project 22,65,455
William Thomas,2/1/2024,7,NextGen Analytics,Project 24,Project 23,65,455
William Thomas,2/1/2024,7,NextGen Analytics,Project 24,Project 24,65,455
Ava Harris,2/1/2024,7,Acme Corp,Project 4,Project 1,50,350
Ava Harris,2/1/2024,7,Acme Corp,Project 4,Project 2,50,350
Ava Harris,2/1/2024,7,Acme Corp,Project 4,Project 3,50,350
Ava Harris,2/1/2024,7,Acme Corp,Project 4,Project 4,50,350
Ava Harris,2/1/2024,7,Acme Corp,Project 4,Project 5,50,350
Alexander White,2/1/2024,6,Global Systems,Project 18,Project 15,70,420
Alexander White,2/1/2024,6,Global Systems,Project 18,Project 16,70,420
Alexander White,2/1/2024,6,Global Systems,Project 18,Project 17,70,420
Alexander White,2/1/2024,6,Global Systems,Project 18,Project 18,70,420
Alexander White,2/1/2024,6,Global Systems,Project 18,Project 19,70,420
Mia Clark,2/1/2024,2,Innovate Ltd,Project 11,Project 11,55,110
Mia Clark,2/1/2024,2,Innovate Ltd,Project 11,Project 12,55,110
Mia Clark,2/1/2024,2,Innovate Ltd,Project 11,Project 13,55,110
Mia Clark,2/1/2024,2,Innovate Ltd,Project 11,Project 14,55,110
Mia Clark,2/1/2024,6,Innovate Ltd,Project 12,Project 11,55,330
Mia Clark,2/1/2024,6,Innovate Ltd,Project 12,Project 12,55,330
Mia Clark,2/1/2024,6,Innovate Ltd,Project 12,Project 13,55,330
Mia Clark,2/1/2024,6,Innovate Ltd,Project 12,Project 14,55,330
Benjamin Lewis,2/1/2024,6,NextGen Analytics,Project 23,Project 20,65,390
Benjamin Lewis,2/1/2024,6,NextGen Analytics,Project 23,Project 21,65,390
Benjamin Lewis,2/1/2024,6,NextGen Analytics,Project 23,Project 22,65,390
Benjamin Lewis,2/1/2024,6,NextGen Analytics,Project 23,Project 23,65,390
Benjamin Lewis,2/1/2024,6,NextGen Analytics,Project 23,Project 24,65,390
Charlotte Walker,2/1/2024,7,Acme Corp,Project 3,Project 1,50,350
Charlotte Walker,2/1/2024,7,Acme Corp,Project 3,Project 2,50,350
Charlotte Walker,2/1/2024,7,Acme Corp,Project 3,Project 3,50,350
Charlotte Walker,2/1/2024,7,Acme Corp,Project 3,Project 4,50,350
Charlotte Walker,2/1/2024,7,Acme Corp,Project 3,Project 5,50,350
Henry Hall,2/1/2024,7,Acme Corp,Project 1,Project 1,50,350
Henry Hall,2/1/2024,7,Acme Corp,Project 1,Project 2,50,350
Henry Hall,2/1/2024,7,Acme Corp,Project 1,Project 3,50,350
Henry Hall,2/1/2024,7,Acme Corp,Project 1,Project 4,50,350
Henry Hall,2/1/2024,7,Acme Corp,Project 1,Project 5,50,350
Henry Hall,2/1/2024,1,Acme Corp,Project 4,Project 1,50,50
Henry Hall,2/1/2024,1,Acme Corp,Project 4,Project 2,50,50
Henry Hall,2/1/2024,1,Acme Corp,Project 4,Project 3,50,50
Henry Hall,2/1/2024,1,Acme Corp,Project 4,Project 4,50,50
Henry Hall,2/1/2024,1,Acme Corp,Project 4,Project 5,50,50
Henry Hall,2/1/2024,7,Acme Corp,Project 2,Project 1,50,350
Henry Hall,2/1/2024,7,Acme Corp,Project 2,Project 2,50,350
Henry Hall,2/1/2024,7,Acme Corp,Project 2,Project 3,50,350
Henry Hall,2/1/2024,7,Acme Corp,Project 2,Project 4,50,350
Henry Hall,2/1/2024,7,Acme Corp,Project 2,Project 5,50,350
Amelia Allen,2/1/2024,2,Innovate Ltd,Project 11,Project 11,55,110
Amelia Allen,2/1/2024,2,Innovate Ltd,Project 11,Project 12,55,110
Amelia Allen,2/1/2024,2,Innovate Ltd,Project 11,Project 13,55,110
Amelia Allen,2/1/2024,2,Innovate Ltd,Project 11,Project 14,55,110
Lucas Young,2/1/2024,3,Tech Solutions,Project 9,Project 6,60,180
Lucas Young,2/1/2024,3,Tech Solutions,Project 9,Project 7,60,180
Lucas Young,2/1/2024,3,Tech Solutions,Project 9,Project 8,60,180
Lucas Young,2/1/2024,3,Tech Solutions,Project 9,Project 9,60,180
Lucas Young,2/1/2024,3,Tech Solutions,Project 9,Project 10,60,180
Isabella King,2/1/2024,3,Global Systems,Project 19,Project 15,70,210
Isabella King,2/1/2024,3,Global Systems,Project 19,Project 16,70,210
Isabella King,2/1/2024,3,Global Systems,Project 19,Project 17,70,210
Isabella King,2/1/2024,3,Global Systems,Project 19,Project 18,70,210
Isabella King,2/1/2024,3,Global Systems,Project 19,Project 19,70,210
Mason Scott,2/1/2024,3,NextGen Analytics,Project 21,Project 20,65,195
Mason Scott,2/1/2024,3,NextGen Analytics,Project 21,Project 21,65,195
Mason Scott,2/1/2024,3,NextGen Analytics,Project 21,Project 22,65,195
Mason Scott,2/1/2024,3,NextGen Analytics,Project 21,Project 23,65,195
Mason Scott,2/1/2024,3,NextGen Analytics,Project 21,Project 24,65,195
Mason Scott,2/1/2024,1,NextGen Analytics,Project 21,Project 20,65,65
Mason Scott,2/1/2024,1,NextGen Analytics,Project 21,Project 21,65,65
Mason Scott,2/1/2024,1,NextGen Analytics,Project 21,Project 22,65,65
Mason Scott,2/1/2024,1,NextGen Analytics,Project 21,Project 23,65,65
Mason Scott,2/1/2024,1,NextGen Analytics,Project 21,Project 24,65,65
Ethan Baker,2/1/2024,2,Global Systems,Project 17,Project 15,70,140
Ethan Baker,2/1/2024,2,Global Systems,Project 17,Project 16,70,140
Ethan Baker,2/1/2024,2,Global Systems,Project 17,Project 17,70,140
Ethan Baker,2/1/2024,2,Global Systems,Project 17,Project 18,70,140
Ethan Baker,2/1/2024,2,Global Systems,Project 17,Project 19,70,140
Ethan Baker,2/1/2024,3,Global Systems,Project 16,Project 15,70,210
Ethan Baker,2/1/2024,3,Global Systems,Project 16,Project 16,70,210
Ethan Baker,2/1/2024,3,Global Systems,Project 16,Project 17,70,210
Ethan Baker,2/1/2024,3,Global Systems,Project 16,Project 18,70,210
Ethan Baker,2/1/2024,3,Global Systems,Project 16,Project 19,70,210
Harper Adams,2/1/2024,4,NextGen Analytics,Project 21,Project 20,65,260
Harper Adams,2/1/2024,4,NextGen Analytics,Project 21,Project 21,65,260
Harper Adams,2/1/2024,4,NextGen Analytics,Project 21,Project 22,65,260
Harper Adams,2/1/2024,4,NextGen Analytics,Project 21,Project 23,65,260
Harper Adams,2/1/2024,4,NextGen Analytics,Project 21,Project 24,65,260
James Anderson,1/31/2024,7,Global Systems,Project 17,Project 15,70,490
James Anderson,1/31/2024,7,Global Systems,Project 17,Project 16,70,490
James Anderson,1/31/2024,7,Global Systems,Project 17,Project 17,70,490
James Anderson,1/31/2024,7,Global Systems,Project 17,Project 18,70,490
James Anderson,1/31/2024,7,Global Systems,Project 17,Project 19,70,490
James Anderson,1/31/2024,1,Global Systems,Project 18,Project 15,70,70
James Anderson,1/31/2024,1,Global Systems,Project 18,Project 16,70,70
James Anderson,1/31/2024,1,Global Systems,Project 18,Project 17,70,70
James Anderson,1/31/2024,1,Global Systems,Project 18,Project 18,70,70
James Anderson,1/31/2024,1,Global Systems,Project 18,Project 19,70,70
Michael Brown,1/31/2024,8,Innovate Ltd,Project 13,Project 11,55,440
Michael Brown,1/31/2024,8,Innovate Ltd,Project 13,Project 12,55,440
Michael Brown,1/31/2024,8,Innovate Ltd,Project 13,Project 13,55,440
Michael Brown,1/31/2024,8,Innovate Ltd,Project 13,Project 14,55,440
Michael Brown,1/31/2024,7,Innovate Ltd,Project 14,Project 11,55,385
Michael Brown,1/31/2024,7,Innovate Ltd,Project 14,Project 12,55,385
Michael Brown,1/31/2024,7,Innovate Ltd,Project 14,Project 13,55,385
Michael Brown,1/31/2024,7,Innovate Ltd,Project 14,Project 14,55,385
Daniel Wilson,1/31/2024,6,Global Systems,Project 15,Project 15,70,420
Daniel Wilson,1/31/2024,6,Global Systems,Project 15,Project 16,70,420
Daniel Wilson,1/31/2024,6,Global Systems,Project 15,Project 17,70,420
Daniel Wilson,1/31/2024,6,Global Systems,Project 15,Project 18,70,420
Daniel Wilson,1/31/2024,6,Global Systems,Project 15,Project 19,70,420
Daniel Wilson,1/31/2024,7,Global Systems,Project 16,Project 15,70,490
Daniel Wilson,1/31/2024,7,Global Systems,Project 16,Project 16,70,490
Daniel Wilson,1/31/2024,7,Global Systems,Project 16,Project 17,70,490
Daniel Wilson,1/31/2024,7,Global Systems,Project 16,Project 18,70,490
Daniel Wilson,1/31/2024,7,Global Systems,Project 16,Project 19,70,490
Olivia Taylor,1/31/2024,1,NextGen Analytics,Project 22,Project 20,65,65
Olivia Taylor,1/31/2024,1,NextGen Analytics,Project 22,Project 21,65,65
Olivia Taylor,1/31/2024,1,NextGen Analytics,Project 22,Project 22,65,65
Olivia Taylor,1/31/2024,1,NextGen Analytics,Project 22,Project 23,65,65
Olivia Taylor,1/31/2024,1,NextGen Analytics,Project 22,Project 24,65,65
